"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0030027","lamellipodium","6/108","221/28779",0.0271493212669683,7.23453996983409,5.7102801729303,0.000191071825538598,0.0170053924729353,0.0125369934651642,"Fap/Podxl/Ptk2/Rock1/Sorbs2/Tmod3",6,"CC"
"GO:0098798","mitochondrial protein-containing complex","5/108","175/28779",0.0285714285714286,7.61349206349206,5.38588700657602,0.000527991515460421,0.0286317474837573,0.0211083649890109,"Dap3/Isca2/Mrpl46/Ndufab1/Pmpcb",5,"CC"
"GO:0062023","collagen-containing extracellular matrix","7/108","391/28779",0.0179028132992327,4.7706024438761,4.60736359695873,0.000696764329347979,0.0286317474837573,0.0211083649890109,"Aspn/Col6a5/Col6a6/Fbn1/Fga/Pf4/Serping1",7,"CC"
"GO:0036056","filtration diaphragm","2/108","11/28779",0.181818181818182,48.449494949495,9.66037228375852,0.000750645065117233,0.0286317474837573,0.0211083649890109,"F11r/Podxl",2,"CC"
"GO:0036057","slit diaphragm","2/108","11/28779",0.181818181818182,48.449494949495,9.66037228375852,0.000750645065117233,0.0286317474837573,0.0211083649890109,"F11r/Podxl",2,"CC"
"GO:0001726","ruffle","5/108","196/28779",0.0255102040816327,6.79776077097506,4.99867825589339,0.000879986351090479,0.0293695444676447,0.0216522957439368,"Fap/Map2/Podxl/Rock1/Tmod3",5,"CC"
"GO:0030133","transport vesicle","7/108","438/28779",0.0159817351598174,4.25868848300355,4.21786890564586,0.00134446549086855,0.036820213370189,0.0271451996854932,"C1qtnf5/Exoc4/Itpr1/Madd/Mtmr2/Pef1/Syn2",7,"CC"
"GO:0071005","U2-type precatalytic spliceosome","3/108","60/28779",0.05,13.3236111111111,5.86475284988632,0.00150547400649182,0.036820213370189,0.0271451996854932,"Sf3a3/Snrpd2/Snu13",3,"CC"
"GO:0071011","precatalytic spliceosome","3/108","61/28779",0.0491803278688525,13.1051912568306,5.80871727699326,0.00157904954985411,0.036820213370189,0.0271451996854932,"Sf3a3/Snrpd2/Snu13",3,"CC"
"GO:0097525","spliceosomal snRNP complex","3/108","62/28779",0.0483870967741935,12.8938172043011,5.75397978418087,0.00165484105034557,0.036820213370189,0.0271451996854932,"Sf3a3/Snrpd2/Snu13",3,"CC"
"GO:1990229","iron-sulfur cluster assembly complex","2/108","17/28779",0.117647058823529,31.3496732026144,7.68227236216042,0.00182904734169833,0.0375658184794965,0.0276948868742986,"Isca2/Ndufab1",2,"CC"
"GO:0016324","apical plasma membrane","7/108","486/28779",0.01440329218107,3.83807727480567,3.87278700653925,0.00241766177681696,0.0400816694146951,0.029549663633148,"C1qtnf5/Pakap/Podxl/Ptk2/Shroom2/Sorbs2/Umod",7,"CC"
"GO:0030532","small nuclear ribonucleoprotein complex","3/108","71/28779",0.0422535211267606,11.2593896713615,5.31214587525651,0.0024405370233057,0.0400816694146951,0.029549663633148,"Sf3a3/Snrpd2/Snu13",3,"CC"
"GO:0005686","U2 snRNP","2/108","20/28779",0.1,26.6472222222222,7.0418894644619,0.00253659298306916,0.0400816694146951,0.029549663633148,"Sf3a3/Snrpd2",2,"CC"
"GO:0005938","cell cortex","6/108","365/28779",0.0164383561643836,4.38036529680365,3.98900554687256,0.00258378242296604,0.0400816694146951,0.029549663633148,"Ank1/Exoc4/Fga/Krt19/Ptk2/Shroom2",6,"CC"
"GO:0031091","platelet alpha granule","2/108","21/28779",0.0952380952380952,25.3783068783069,6.85890217689652,0.00279675316699464,0.0400816694146951,0.029549663633148,"Fga/Pf4",2,"CC"
"GO:0032040","small-subunit processome","3/108","75/28779",0.04,10.6588888888889,5.14052354534134,0.00285225362876108,0.0400816694146951,0.029549663633148,"Exosc10/Rps9/Snu13",3,"CC"
"GO:0005840","ribosome","5/108","262/28779",0.0190839694656489,5.08534775233248,4.07707330206697,0.00313283502805455,0.0418233476245283,0.0308336921182211,"Apod/Dap3/Mrpl46/Rpl31/Rps9",5,"CC"
