"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0009152","purine ribonucleotide biosynthetic process",96,0.583530870908255,1.69347334675962,4.3789977144754e-05,0.00714916250908843,0.00703459903902431,1190,"tags=54%, list=28%, signal=40%","230075/70316/67184/229665/11565/23971/66218/68197/68375/18103/69875/67130/12495/66916/79059/11674/68194/102631912/66414/57423/68055/11821/66046/226646/67680/54195/68342/11947/72900/225887/11949/66091/78830/27425/66495/68202/11564/28080/11958/595136/11946/66052/407785/11950/60596/56632/75406/67273/11957/66945/17993/20848"
"GO:0009165","nucleotide biosynthetic process",124,0.557123729414319,1.64466464042289,4.42174796738671e-05,0.00714916250908843,0.00703459903902431,1190,"tags=48%, list=28%, signal=36%","230075/70316/67184/229665/11565/23971/66218/68197/68375/18103/69875/67130/12495/212627/66916/79059/11674/68194/102631912/223646/56749/66414/319945/57423/51797/68055/11821/27369/66046/226646/67680/54195/68342/11947/72900/225887/269951/11949/66091/78830/27425/66495/68202/11564/28080/11958/595136/11946/66052/407785/11950/60596/56632/75406/229949/67273/11957/66945/17993/20848"
"GO:0050881","musculoskeletal movement",18,0.806256511153546,1.85008047079943,4.9250737904606e-05,0.00729936978027849,0.00718239927775505,23,"tags=22%, list=1%, signal=22%","12372/11937/21925/11474"
"GO:1901135","carbohydrate derivative metabolic process",354,0.462343052220918,1.42834457566816,4.91593508194295e-05,0.00729936978027849,0.00718239927775505,1077,"tags=33%, list=26%, signal=27%","19384/224794/230075/11474/329777/319801/70316/67184/229665/66629/20700/11565/13808/23971/66218/68197/18747/15211/12183/68375/18103/75686/20533/69875/67130/12495/212627/56737/21823/66646/66916/79059/14583/79459/11674/68194/56012/94044/102631912/71665/56749/14173/66414/211673/14431/57423/71207/76308/51797/68055/18642/207958/18648/11821/56318/14667/27369/74167/54403/68304/64294/18033/66046/107652/18753/226646/320910/107227/17448/67680/16431/140484/14571/54195/216558/12043/68342/66248/21991/74370/18293/56428/50798/17449/74006/11947/72900/225887/11949/13478/13836/66091/18655/12091/23959/21881/245847/78830/76055/50917/57377/27425/66495/68202/11564/28080/11958/595136/11946/66052/14904/18639/407785/11950/60596/67311/56632/75406"
"GO:0009145","purine nucleoside triphosphate biosynthetic process",70,0.624610053268656,1.7558026208774,6.01289838961593e-05,0.00855515182874555,0.0084180577454623,1190,"tags=64%, list=28%, signal=47%","230075/70316/67184/66218/68197/68375/18103/69875/67130/12495/66916/79059/11674/68194/102631912/66414/57423/68055/66046/226646/67680/68342/11947/72900/225887/11949/66091/78830/27425/66495/68202/28080/11958/595136/11946/66052/407785/11950/56632/75406/67273/11957/66945/17993/20848"
"GO:0009142","nucleoside triphosphate biosynthetic process",77,0.602783070595572,1.71208954295,7.62970883904153e-05,0.0104380285924887,0.0102707618987097,1190,"tags=60%, list=28%, signal=44%","230075/70316/67184/66218/68197/68375/18103/69875/67130/12495/66916/79059/11674/68194/102631912/66414/57423/51797/68055/66046/226646/67680/68342/11947/72900/225887/11949/66091/78830/27425/66495/68202/28080/11958/595136/11946/66052/407785/11950/56632/75406/67273/11957/66945/17993/20848"
"GO:0006754","ATP biosynthetic process",63,0.624768435322844,1.72978280294475,8.35278097237393e-05,0.0109821738388928,0.0108061873590455,1190,"tags=68%, list=28%, signal=50%","230075/70316/67184/66218/68197/68375/69875/67130/12495/66916/11674/68194/102631912/66414/57423/68055/66046/226646/67680/68342/11947/72900/225887/11949/66091/78830/27425/66495/68202/28080/11958/595136/11946/66052/407785/11950/56632/75406/67273/11957/66945/17993/20848"
"GO:0046034","ATP metabolic process",127,0.546942557108063,1.61633060736324,8.6548255027498e-05,0.0109821738388928,0.0108061873590455,1236,"tags=53%, list=29%, signal=38%","230075/11474/319801/70316/67184/13808/66218/68197/18747/12183/68375/20533/69875/67130/12495/66916/79459/11674/68194/56012/94044/102631912/66414/57423/68055/18642/18648/54403/66046/226646/67680/68342/21991/74370/18293/56428/74006/11947/72900/225887/11949/66091/18655/23959/78830/27425/66495/68202/28080/11958/595136/11946/66052/18639/407785/11950/56632/75406/229949/67273/11957/66945/17993/20848/18640/15277/66108"
"GO:0007005","mitochondrion organization",197,0.50342927558816,1.52390674135475,8.95369809749484e-05,0.0109821738388928,0.0108061873590455,1306,"tags=54%, list=31%, signal=39%","11937/230075/70316/67184/66629/65111/76826/66218/68197/68493/23797/68375/66092/56044/69487/15194/69875/67130/67844/70207/11651/66916/79059/12322/68194/94044/216821/102631912/56749/66821/66414/67841/56046/75597/69104/54673/29816/56330/66046/226646/13804/78688/53380/67269/66271/11757/606496/12043/68342/15185/215951/230935/56428/68117/19294/74006/338359/14629/72113/74142/225887/53333/66091/67811/20930/53375/16145/22042/68653/83767/11774/11739/18673/66495/14467/13179/68202/20656/26926/223601/595136/30055/407785/75406/22273/68316/67273/15356/75734/12799/59040/17993/66706/17772/20848/12050/224904/66075/15277/66108/67453/12034/229877/64704/20544/235180"
"GO:0006753","nucleoside phosphate metabolic process",335,0.464574987062029,1.43050317893567,9.54166777945075e-05,0.0113132374305021,0.0111319457426925,1160,"tags=37%, list=28%, signal=29%","19384/230075/11474/319801/70316/67184/229665/11565/13808/23971/66218/68197/171210/18747/29807/12183/68375/110959/18103/75686/20533/69875/67130/12495/212627/66646/73724/66916/79059/14583/79459/11674/70456/68194/56012/94044/71147/102631912/223646/67420/56749/66414/319945/57423/71207/60525/51797/56451/68055/18642/18648/11821/56318/27369/74167/54403/66046/107652/226646/17448/67680/14571/54195/216558/68342/21991/74370/18293/56428/50798/16828/17449/14732/74006/11947/72900/78920/225887/269951/66198/11949/15360/13478/13836/66091/228026/70025/18655/23959/21881/245847/78830/76055/27425/66495/14198/246703/68202/11564/28080/11958/595136/11946/18104/66052/14904/18639/407785/11950/60596/67311/56632/75406/229949/67273/100198/20916/13382/14719/15356/11957/12799/66945"
"GO:0015986","proton motive force-driven ATP synthesis",48,0.657707628158471,1.771294224102,0.000104459867987164,0.0119859274332368,0.0117938560630669,1170,"tags=77%, list=28%, signal=56%","230075/70316/67184/66218/68197/68375/69875/67130/66916/68194/102631912/66414/57423/66046/226646/67680/68342/11947/72900/225887/11949/66091/27425/66495/68202/28080/11958/595136/11946/66052/407785/11950/75406/67273/11957/66945/17993"
